Time(ms),Interval,Qx,Qy,Qz,Qw,Mx,My,Mz,Ax,Ay,Az,Rx,Ry,Rz,H1,P1,R1,H2,P2,R2,CalStable,MagTransient
0000979744,2,0.4290,-0.1975,-0.8695,0.1446,-1418,840,439,-1379,935,1175,1,1,8,215.5116,43.5457,40.1776,1,0
0000979765,2,0.4290,-0.1977,-0.8694,0.1449,-1419,838,437,-1371,955,1163,-1,0,12,215.5453,43.5254,40.1994,1,0
0000979786,2,0.4289,-0.1978,-0.8694,0.1453,-1418,844,438,-1375,959,1151,-3,3,17,215.5985,43.4989,40.2296,1,0
0000979807,2,0.4289,-0.1979,-0.8692,0.1458,-1416,844,437,-1375,959,1163,-2,6,14,215.6807,43.4695,40.2719,1,0
0000979828,2,0.4290,-0.1980,-0.8692,0.1461,-1416,844,437,-1387,963,1155,1,3,10,215.7277,43.4566,40.3034,1,0
0000979849,2,0.4289,-0.1982,-0.8691,0.1463,-1416,846,436,-1395,951,1151,3,0,12,215.7652,43.4350,40.3407,1,0
0000979870,2,0.4288,-0.1984,-0.8691,0.1465,-1414,847,438,-1395,959,1147,3,-2,9,215.7944,43.4102,40.3708,1,0
0000979891,2,0.4287,-0.1986,-0.8691,0.1467,-1414,848,437,-1395,975,1127,1,-3,5,215.8071,43.3881,40.3865,1,0
0000979912,2,0.4287,-0.1986,-0.8690,0.1467,-1414,848,437,-1399,975,1119,2,2,-3,215.8094,43.3884,40.3944,1,0
0000979933,2,0.4289,-0.1987,-0.8690,0.1464,-1414,847,437,-1395,1007,1119,10,4,-7,215.7993,43.4101,40.4072,1,0
0000979954,2,0.4291,-0.1990,-0.8689,0.1462,-1414,847,435,-1395,991,1119,21,5,-1,215.7983,43.4313,40.4598,1,0
0000979975,2,0.4294,-0.1997,-0.8686,0.1460,-1416,849,433,-1391,975,1127,31,9,8,215.8337,43.4417,40.5707,1,0
0000979996,2,0.4297,-0.2006,-0.8682,0.1461,-1412,852,430,-1363,939,1127,29,13,30,215.9238,43.4314,40.7317,1,0
0000980017,2,0.4299,-0.2018,-0.8676,0.1471,-1412,852,430,-1363,943,1127,18,15,55,216.1452,43.3674,40.9749,1,0
0000980038,2,0.4299,-0.2030,-0.8671,0.1487,-1409,858,425,-1335,955,1123,16,12,87,216.4185,43.2503,41.2096,1,0
0000980059,2,0.4295,-0.2047,-0.8665,0.1513,-1402,872,425,-1287,915,1139,15,0,137,216.8024,43.0253,41.5264,1,0
0000980080,2,0.4288,-0.2057,-0.8655,0.1571,-1387,889,427,-1255,891,1147,-18,-8,192,217.5726,42.6611,41.8655,1,0
0000980101,2,0.4272,-0.2072,-0.8649,0.1626,-1371,912,430,-1235,967,1119,-51,-10,229,218.2103,42.1937,42.1708,1,0
0000980122,2,0.4255,-0.2084,-0.8636,0.1725,-1371,912,430,-1163,971,1143,-50,0,269,219.4104,41.5246,42.5929,1,0
0000980143,2,0.4241,-0.2093,-0.8621,0.1818,-1349,939,435,-1115,1003,1207,-59,2,294,220.5448,40.9349,42.9911,1,0
0000980164,2,0.4218,-0.2110,-0.8612,0.1895,-1327,962,441,-1083,1063,1207,-87,-26,300,221.3823,40.2784,43.3031,1,0
0000980185,2,0.4191,-0.2112,-0.8603,0.1993,-1303,990,454,-1071,1063,1243,-107,-49,290,222.4008,39.5587,43.4632,1,0
0000980206,2,0.4155,-0.2119,-0.8602,0.2063,-1303,990,454,-1103,1175,1215,-105,-82,236,222.9866,38.8570,43.4912,1,0
0000980227,2,0.4111,-0.2121,-0.8602,0.2149,-1281,1007,470,-1031,1219,1155,-63,-113,189,223.6788,38.0252,43.4230,1,0
0000980248,2,0.4074,-0.2130,-0.8603,0.2204,-1265,1024,481,-979,1131,1203,-16,-134,161,224.0752,37.3758,43.4119,1,0
0000980269,2,0.4033,-0.2151,-0.8611,0.2228,-1252,1035,496,-955,1135,1283,-19,-149,116,224.0735,36.7739,43.3747,1,0
0000980290,2,0.3990,-0.2149,-0.8622,0.2264,-1242,1040,518,-931,1123,1307,-69,-187,72,224.1328,36.2062,43.0948,1,0
0000980311,2,0.3932,-0.2151,-0.8647,0.2269,-1242,1040,518,-891,1115,1275,-55,-251,20,223.6895,35.6114,42.6133,1,0
0000980332,2,0.3857,-0.2153,-0.8678,0.2278,-1235,1040,542,-1035,1115,1363,-17,-274,-3,223.1621,34.8388,42.0121,1,0
0000980353,2,0.3794,-0.2155,-0.8704,0.2282,-1228,1037,568,-1067,1063,1359,-23,-304,-22,222.6879,34.2048,41.5247,1,0
0000980374,2,0.3718,-0.2158,-0.8741,0.2260,-1224,1033,599,-939,1067,1331,-73,-333,-47,221.8001,33.5358,40.8675,1,0
0000980395,2,0.3640,-0.2141,-0.8779,0.2257,-1224,1033,599,-803,1087,1335,-103,-356,-71,221.0907,32.8544,40.0274,1,0
0000980416,2,0.3549,-0.2131,-0.8826,0.2226,-1221,1025,638,-759,1079,1323,-111,-410,-100,219.9830,32.1188,39.1074,1,0
0000980437,2,0.3429,-0.2107,-0.8888,0.2194,-1216,1009,684,-707,1095,1347,-106,-436,-149,218.6370,31.1349,37.8327,1,0
0000980458,2,0.3333,-0.2088,-0.8938,0.2156,-1216,990,727,-683,1107,1427,-76,-448,-194,217.4480,30.3790,36.8118,1,0
0000980479,2,0.3231,-0.2081,-0.8994,0.2084,-1216,969,770,-787,1135,1515,-49,-472,-226,215.8769,29.6308,35.8508,1,0
0000980500,2,0.3129,-0.2070,-0.9046,0.2023,-1216,969,770,-815,1099,1519,-42,-502,-256,214.4561,28.8371,34.8932,1,0
0000980521,2,0.3015,-0.2063,-0.9106,0.1934,-1218,944,816,-763,1035,1499,-64,-532,-280,212.6664,27.9909,33.8832,1,0
0000980542,2,0.2872,-0.2041,-0.9176,0.1839,-1218,917,868,-703,991,1551,-70,-538,-294,210.6467,26.8767,32.5653,1,0
0000980563,2,0.2759,-0.2021,-0.9231,0.1760,-1217,884,918,-739,1083,1595,-52,-532,-328,209.0452,25.9942,31.5476,1,0
0000980584,2,0.2645,-0.2015,-0.9286,0.1646,-1220,855,965,-755,1055,1679,-1,-544,-361,207.0891,25.1460,30.6364,1,0
0000980605,2,0.2531,-0.2012,-0.9336,0.1545,-1220,855,965,-739,919,1719,23,-564,-368,205.3476,24.2306,29.8558,1,0
0000980626,2,0.2410,-0.2018,-0.9386,0.1421,-1216,828,1014,-743,795,1735,35,-572,-362,203.3441,23.2677,29.1389,1,0
0000980647,2,0.2263,-0.2018,-0.9441,0.1293,-1212,800,1064,-763,699,1831,8,-546,-337,201.2236,22.0332,28.3120,1,0
0000980668,2,0.2152,-0.2006,-0.9481,0.1204,-1206,772,1112,-831,747,1879,-24,-515,-333,199.7106,21.0902,27.6016,1,0
